recording_id|source_artist|recording_artist|record_name|rec_artist_id|workid|rating
15705304|303|Rachel Schmitz|Across The Universe|1262222|8948412|
11306284|303|The Kennedy Choir|Across the Univers|734274|8948412|
1939493|303|10cc|Across the Universe|18|8948412|
3630506|303|10cc|Across the Universe|18|8948412|100
3031699|303|Áine Minogue|Across the Universe|307|8948412|
657117|303|David Bowie|Across the Universe|956|8948412|80
13657171|303|David Bowie|Across the Universe|956|8948412|
1507481|303|Fiona Apple|Across the Universe|1026|8948412|
12985802|303|Scorpions|Across the Universe|1605|8948412|
2018146|303|Texas|Across the Universe|1900|8948412|
4347193|303|Ben Allison|Across the Universe|8954|8948412|
634115|303|Laibach|Across the Universe|9194|8948412|
2839527|303|Laibach|Across the Universe|9194|8948412|100
5021299|303|小野リサ|Across the Universe|10273|8948412|
13427744|303|Bill Frisell|Across the Universe|11731|8948412|
14213441|303|Uakti|Across the Universe|14629|8948412|
11786314|303|Element of Crime|Across the Universe|24204|8948412|
420070|303|Rufus Wainwright|Across the Universe|24239|8948412|
640338|303|Jason Falkner|Across the Universe|36976|8948412|
8555362|303|Paul Schwartz|Across the Universe|38523|8948412|
8984143|303|Barbara Dickson|Across the Universe|46111|8948412|
2724743|303|Joemy Wilson|Across the Universe|48801|8948412|
1410726|303|Lana Lane|Across the Universe|52623|8948412|80
2639380|303|The John Butler Trio|Across the Universe|53142|8948412|
747775|303|Göran Söllscher|Across the Universe|56464|8948412|
13487775|303|Cilla Black|Across the Universe|59979|8948412|
15088613|303|Willy Chirino|Across the Universe|72676|8948412|
17901483|303|Sloan Wainwright|Across the Universe|86443|8948412|
7562759|303|Emmanuel Santarromana|Across the Universe|92826|8948412|
9925682|303|Duofel|Across the Universe|99929|8948412|
14008142|303|akiko|Across the Universe|102718|8948412|
4673617|303|Emmerson Nogueira|Across the Universe|112186|8948412|
3108102|303|The Family Cat|Across the Universe|133393|8948412|
16073886|303|Brian Crain|Across the Universe|134627|8948412|
9579530|303|BeatleJazz|Across the Universe|146284|8948412|
2541563|303|46bliss|Across the Universe|170282|8948412|
3388017|303|Becca Bobango|Across the Universe|215477|8948412|
3656448|303|Lightmyth|Across the Universe|229116|8948412|
11458292|303|Phosphorescent|Across the Universe|234003|8948412|
10845089|303|Николай Расторгуев|Across the Universe|250150|8948412|
6213960|303|Kingdom Come|Across the Universe|262333|8948412|
10981283|303|Katie Noonan|Across the Universe|342523|8948412|
10348429|303|Vassilikos|Across the Universe|352896|8948412|
7643683|303|Фёдор Чистяков|Across the Universe|396175|8948412|
15804071|303|Sweet Little Band|Across the Universe|405069|8948412|
7104345|303|クラムボン|Across the Universe|442081|8948412|
7419757|303|Jim Sturgess|Across the Universe|466404|8948412|
10492705|303|Rockabye Baby!|Across the Universe|529755|8948412|
8948412|303|一十三十一|Across the Universe|592423|8948412|
12064017|303|aozorafantasii|Across the Universe|782631|8948412|
7381672|303|Liam O'Maonlai & Eddi Reader|Across the Universe|815904|8948412|
9367849|303|John Lennon & Paul McCartney|Across the Universe|833961|8948412|
15454921|303|Michael Occhipinti & Shine On|Across the Universe|1234177|8948412|
3685890|303|The John Butler Trio with Khalil Gudaz and Jade MacRae|Across the Universe|1312022|8948412|
2699138|303|Erich Kunzel and the Cincinnati Pops Orchestra feat. King's Singers|Across the Universe|1540202|8948412|
17155571|303|David Bowie|Across the Universe (5.1 mix)|956|8948412|
16055228|303|Barbara Mendes|Across the Universe (KGO mix)|136379|8948412|
14008138|303|akiko|Across the Universe (album version)|102718|8948412|
1042195|303|Rufus Wainwright|Across the Universe (feat. Moby & Sean Lennon)|24239|8948412|
4187612|303|Selway|Across the Universe (feat. Morpho Eugenia)|114863|8948412|
8491265|303|Seether|Across the Universe (iTunes Originals version)|50832|8948412|
2424889|303|Fiona Apple|Across the Universe (radio edit)|1026|8948412|
3238833|303|Fiona Apple|Across the Universe (remix)|1026|8948412|
541370|303|Rufus Wainwright|Across the Universe (remix)|24239|8948412|
2124242|303|Sugar Minott|All Day Night (A Hard Day's Night)|5882|6253455|
8560200|825|Pussy Galore|All Down the Line|8884|8235437|
3836492|825|Christine Ohlman|All Down the Line|241023|8235437|
6675129|303|The Smithereens|All I've Got to Do|4572|286216|60
4303370|303|George Martin|All I've Got to Do|12157|286216|
11908337|303|Andrew Gold|All I've Got to Do|38260|286216|60
8564323|303|Toxic Audio|All I've Got to Do|70019|286216|
6296294|303|Moon Martin|All I've Got to Do|106174|286216|
4055080|303|Peter Lipa|All I've Got to Do|254587|286216|60
14342402|303|Barbara Cue & Vic Chesnutt|All I’ve Got to Do|1099914|286216|
2013126|303|Me First and the Gimme Gimmes|All My Lovin|1919|2261384|
11678302|303|Amplify|All My Lovin'|57141|2261384|
11142346|303|Beegie Adair|All My Lovin'|374560|2261384|
1559250|303|Me First and the Gimme Gimmes|All My Loving|1919|2261384|
755067|303|Paul McCartney|All My Loving|2122|2261384|40
1033564|303|Paul McCartney|All My Loving|2122|2261384|
3696129|303|Matt Monro|All My Loving|2450|2261384|
1745133|303|Brødrene Olsen|All My Loving|3512|2261384|
6675130|303|The Smithereens|All My Loving|4572|2261384|
9795263|303|Keely Smith|All My Loving|8563|2261384|
1277424|303|The Swingle Singers|All My Loving|9896|2261384|
514922|303|Helloween|All My Loving|11782|2261384|60
4303372|303|George Martin|All My Loving|12157|2261384|
4767695|303|Los Manolos|All My Loving|14752|2261384|
6071702|303|The Chipmunks|All My Loving|16283|2261384|
10222553|303|The Hollyridge Strings|All My Loving|24501|2261384|
7744747|303|The Sandpipers|All My Loving|30237|2261384|
739924|303|The Brothers Four|All My Loving|31074|2261384|
11789752|303|Duke Ellington & His Orchestra|All My Loving|33800|2261384|
