artistid|artist|songname|recordingid|releasename|release_group|date_year|labelname|countryname|workid|rating
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1987|Apple Records|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1987|Apple Records|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1987|Capitol Records|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1987|Capitol Records|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1987|Parlophone|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1987|Parlophone|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1998|東芝EMI 株式会社|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|1998|東芝EMI 株式会社|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|2009|Apple Records|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|2009|Apple Records|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|NULL|Mobile Fidelity Sound Lab|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|NULL|Mobile Fidelity Sound Lab|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|NULL|Parlophone|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|Revolver|212336|NULL|Parlophone|United States|15243|0
303|The Beatles|And Your Bird Can Sing|15243|The U.S. Albums|1340104|2014|Capitol Records|United Kingdom|15243|0
303|The Beatles|And Your Bird Can Sing|15243|The U.S. Albums|1340104|2014|Capitol Records|United States|15243|0
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|155964|Yellow Submarine Songtrack|1212249|1999|Apple Records|United Kingdom|182532|0
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|155964|Yellow Submarine Songtrack|1212249|1999|Apple Records|United States|182532|0
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|155964|Yellow Submarine Songtrack|1212249|1999|Capitol Records|United Kingdom|182532|0
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|155964|Yellow Submarine Songtrack|1212249|1999|Capitol Records|United States|182532|0
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|155964|Yellow Submarine Songtrack|1212249|2012|Apple Records|United Kingdom|182532|0
303|The Beatles|Sgt. Pepper’s Lonely Hearts Club Band|155964|Yellow Submarine Songtrack|1212249|2012|Apple Records|United States|182532|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|1993|Apple Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|1993|Apple Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|1993|Capitol Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|1993|Capitol Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|1993|EMI Music Canada|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|1993|EMI Music Canada|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|2010|Apple Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|1967–1970|17637|2010|Apple Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|1987|Capitol Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|1987|Capitol Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|1987|Parlophone|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|1987|Parlophone|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|1998|Apple Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|1998|Apple Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|2009|Apple Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|2009|Apple Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|NULL|Parlophone|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles|18243|NULL|Parlophone|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles Box Set|1572813|1988|Apple Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles Box Set|1572813|1988|Capitol Records|United States|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159792|0
303|The Beatles|Back in the U.S.S.R.|159792|The Beatles Box Set|1572813|1988|Parlophone|United States|159792|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|1987|Capitol Records|United Kingdom|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|1987|Capitol Records|United States|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|1987|Parlophone|United Kingdom|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|1987|Parlophone|United States|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|1998|Apple Records|United Kingdom|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|1998|Apple Records|United States|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|2009|Apple Records|United Kingdom|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|2009|Apple Records|United States|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|NULL|Parlophone|United Kingdom|159793|0
303|The Beatles|Dear Prudence|159793|The Beatles|18243|NULL|Parlophone|United States|159793|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|1987|Capitol Records|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|1987|Capitol Records|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|1987|Parlophone|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|1987|Parlophone|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|1998|Apple Records|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|1998|Apple Records|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|2009|Apple Records|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|2009|Apple Records|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|NULL|Parlophone|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles|18243|NULL|Parlophone|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles Box Set|1572813|1988|Apple Records|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles Box Set|1572813|1988|Capitol Records|United States|159794|0
303|The Beatles|Glass Onion|159794|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159794|0
303|The Beatles|Glass Onion|159794|The Beatles Box Set|1572813|1988|Parlophone|United States|159794|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|1993|Apple Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|1993|Apple Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|1993|Capitol Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|1993|Capitol Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|1993|EMI Music Canada|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|1993|EMI Music Canada|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|2010|Apple Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|1967–1970|17637|2010|Apple Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|1987|Capitol Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|1987|Capitol Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|1987|Parlophone|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|1987|Parlophone|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|1998|Apple Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|1998|Apple Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|2009|Apple Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|2009|Apple Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|NULL|Parlophone|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles|18243|NULL|Parlophone|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles Box Set|1572813|1988|Apple Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles Box Set|1572813|1988|Capitol Records|United States|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159795|0
303|The Beatles|Ob‐La‐Di, Ob‐La‐Da|159795|The Beatles Box Set|1572813|1988|Parlophone|United States|159795|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|1987|Capitol Records|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|1987|Capitol Records|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|1987|Parlophone|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|1987|Parlophone|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|1998|Apple Records|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|1998|Apple Records|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|2009|Apple Records|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|2009|Apple Records|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|NULL|Parlophone|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles|18243|NULL|Parlophone|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles Box Set|1572813|1988|Apple Records|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles Box Set|1572813|1988|Capitol Records|United States|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159797|0
303|The Beatles|The Continuing Story of Bungalow Bill|159797|The Beatles Box Set|1572813|1988|Parlophone|United States|159797|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|1993|Apple Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|1993|Apple Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|1993|Capitol Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|1993|Capitol Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|1993|EMI Music Canada|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|1993|EMI Music Canada|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|2010|Apple Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|1967–1970|17637|2010|Apple Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|1987|Capitol Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|1987|Capitol Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|1987|Parlophone|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|1987|Parlophone|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|1998|Apple Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|1998|Apple Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|2009|Apple Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|2009|Apple Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|NULL|Parlophone|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles|18243|NULL|Parlophone|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles Box Set|1572813|1988|Apple Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles Box Set|1572813|1988|Capitol Records|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Beatles Box Set|1572813|1988|Parlophone|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Best of George Harrison|70488|1987|Parlophone|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|The Best of George Harrison|70488|1987|Parlophone|United States|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|Withnail & I|620697|1999|DRG Records|United Kingdom|159798|0
303|The Beatles|While My Guitar Gently Weeps|159798|Withnail & I|620697|1999|DRG Records|United States|159798|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|1987|Capitol Records|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|1987|Capitol Records|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|1987|Parlophone|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|1987|Parlophone|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|1998|Apple Records|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|1998|Apple Records|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|2009|Apple Records|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|2009|Apple Records|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|NULL|Parlophone|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles|18243|NULL|Parlophone|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles Box Set|1572813|1988|Apple Records|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles Box Set|1572813|1988|Capitol Records|United States|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159799|0
303|The Beatles|Happiness Is a Warm Gun|159799|The Beatles Box Set|1572813|1988|Parlophone|United States|159799|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|1987|Capitol Records|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|1987|Capitol Records|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|1987|Parlophone|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|1987|Parlophone|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|1998|Apple Records|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|1998|Apple Records|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|2009|Apple Records|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|2009|Apple Records|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|NULL|Parlophone|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles|18243|NULL|Parlophone|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles Box Set|1572813|1988|Apple Records|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles Box Set|1572813|1988|Capitol Records|United States|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159801|0
303|The Beatles|I’m So Tired|159801|The Beatles Box Set|1572813|1988|Parlophone|United States|159801|0
303|The Beatles|Blackbird|159802|The Beatles|18243|1987|Capitol Records|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|1987|Capitol Records|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|1987|Parlophone|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|1987|Parlophone|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|1998|Apple Records|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|1998|Apple Records|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|2009|Apple Records|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|2009|Apple Records|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|NULL|Parlophone|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles|18243|NULL|Parlophone|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles Box Set|1572813|1988|Apple Records|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles Box Set|1572813|1988|Capitol Records|United States|159802|0
303|The Beatles|Blackbird|159802|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|159802|0
303|The Beatles|Blackbird|159802|The Beatles Box Set|1572813|1988|Parlophone|United States|159802|0
303|The Beatles|I Will|159807|The Beatles|18243|1987|Capitol Records|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|1987|Capitol Records|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|1987|Parlophone|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|1987|Parlophone|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|1998|Apple Records|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|1998|Apple Records|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|2009|Apple Records|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|2009|Apple Records|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|NULL|Parlophone|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles|18243|NULL|Parlophone|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles Box Set|1572813|1988|Apple Records|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles Box Set|1572813|1988|Apple Records|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles Box Set|1572813|1988|Capitol Records|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles Box Set|1572813|1988|Capitol Records|United States|6279932|0
303|The Beatles|I Will|159807|The Beatles Box Set|1572813|1988|Parlophone|United Kingdom|6279932|0
303|The Beatles|I Will|159807|The Beatles Box Set|1572813|1988|Parlophone|United States|6279932|0
303|The Beatles|Julia|159808|Imagine: John Lennon: Music From the Motion Picture|52754|1988|Capitol Records|United Kingdom|9740934|0
303|The Beatles|Julia|159808|Imagine: John Lennon: Music From the Motion Picture|52754|1988|Capitol Records|United States|9740934|0
303|The Beatles|Julia|159808|Imagine: John Lennon: Music From the Motion Picture|52754|1988|Parlophone|United Kingdom|9740934|0
303|The Beatles|Julia|159808|Imagine: John Lennon: Music From the Motion Picture|52754|1988|Parlophone|United States|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|1987|Capitol Records|United Kingdom|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|1987|Capitol Records|United States|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|1987|Parlophone|United Kingdom|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|1987|Parlophone|United States|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|1998|Apple Records|United Kingdom|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|1998|Apple Records|United States|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|2009|Apple Records|United Kingdom|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|2009|Apple Records|United States|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|NULL|Parlophone|United Kingdom|9740934|0
303|The Beatles|Julia|159808|The Beatles|18243|NULL|Parlophone|United States|9740934|0
303|The Beatles|From Me to You|177449|1|21569|2000|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|EMI|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|EMI|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|EMI Music Canada|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2000|EMI Music Canada|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2011|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2011|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2011|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2011|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2015|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2015|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|1|21569|2015|Universal|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1|21569|2015|Universal|United States|177449|0
303|The Beatles|From Me to You|177449|1+|21569|2015|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1+|21569|2015|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|1+|21569|2015|Universal Music Group International|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1+|21569|2015|Universal Music Group International|United States|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|1993|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|1993|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|1993|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|1993|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|2010|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|2010|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|NULL|Euroton|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|1962–1966|50580|NULL|Euroton|United States|177449|0
303|The Beatles|From Me to You|177449|CD Singles Collection|1064454|1992|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|CD Singles Collection|1064454|1992|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|CD Singles Collection|1064454|1992|Parlophone|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|CD Singles Collection|1064454|1992|Parlophone|United States|177449|0
303|The Beatles|From Me to You|177449|Compact Disc EP Collection|315881|1992|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Compact Disc EP Collection|315881|1992|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|Compact Disc EP Collection|315881|1992|Parlophone|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Compact Disc EP Collection|315881|1992|Parlophone|United States|177449|0
303|The Beatles|From Me to You|177449|Meet The Beatles|1399698|2014|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Meet The Beatles|1399698|2014|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|Mono Masters|1311427|2009|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Mono Masters|1311427|2009|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1988|Capitol Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1988|Capitol Records|United States|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1988|Parlophone|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1988|Parlophone|United States|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1998|Apple Records|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1998|Apple Records|United States|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1998|Parlophone|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|1998|Parlophone|United States|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|NULL|Odeon|United Kingdom|177449|0
303|The Beatles|From Me to You|177449|Past Masters, Volume One|47983|NULL|Odeon|United States|177449|0
