recordingid|sourceartist|recording_artist|recordname|recartistcredit
7471177|The Rolling Stones|Chris Farlowe|Think|24263
5673153|The Beatles|Chris Farlowe|Yesterday|24263
13689609|The Beatles|Chris Isaak|Crying Waiting Hoping|313
13138656|The Beatles|Chris Isaak|I Forgot to Remember to Forget|313
12927973|The Beatles|Chris Isaak|I'm Gonna Sit Right Down And Cry|313
7525899|The Beatles|Chris Montez|A Taste of Honey|12285
7453737|The Beatles|Chris Montez|Yesterday|12285
70258|The Beatles|Chris Potter|Fool on the Hill|5246
5387405|The Beatles|Chris Potter|Yesterday|5246
1237528|The Beatles|Chris Spedding|Rip It Up|7973
7588629|The Rolling Stones|Chris Thompson|Ruby Tuesday|142750
12004342|The Beatles|Chris Weisman & Greg Davis|It's All Too Much|866189
8729882|The Beatles|Chris de Burgh|Blackbird|2159
409216|The Beatles|Chris de Burgh|Girl|2159
12849024|The Beatles|Chris de Burgh|Lady Madonna|2159
12849019|The Beatles|Chris de Burgh|Let It Be|2159
17584546|The Beatles|Chris de Burgh|The Long And Winding Road|2159
8729877|The Beatles|Chris de Burgh|The Long and Winding Road|2159
17584543|The Beatles|Chris de Burgh|We Can Work It Out|2159
8729883|The Beatles|Chris de Burgh|We Can Work it Out|2159
293474|The Beatles|Chrissie Hynde|Baby It's You / Message to Michael|24185
17056921|The Beatles|Chrissie Hynde|Let It Be|24185
5663847|The Beatles|Christer Sjögren|Blue Suede Shoes|227809
3836492|The Rolling Stones|Christine Ohlman|All Down the Line|241023
17293272|The Beatles|Christopher Reyne|A Day in the Life|1347887
5606204|The Beatles|Christy Baron|Got to Get You Into My Life|87505
4529620|The Beatles|Christy Baron|Tomorrow Never Knows|87505
15563136|The Rolling Stones|Chuck Berry|'round and 'round|1710
642583|The Rolling Stones|Chuck Berry|Around & Around|1710
612176|The Rolling Stones|Chuck Berry|Around and Around|1710
12097396|The Rolling Stones|Chuck Berry|Around and Around (live)|1710
9063317|The Rolling Stones|Chuck Berry|Around and Around (overdub take 2)|1710
9063318|The Rolling Stones|Chuck Berry|Around and Around (overdub take 3)|1710
293197|The Rolling Stones|Chuck Berry|Bye Bye Johnny|1710
9442157|The Rolling Stones|Chuck Berry|Bye Bye Johnny (stereo remix)|1710
2098016|The Beatles|Chuck Berry|Carol|1710
2098016|The Rolling Stones|Chuck Berry|Carol|1710
2098047|The Rolling Stones|Chuck Berry|Come On|1710
9442180|The Rolling Stones|Chuck Berry|Come On (alternate - stereo)|1710
430001|The Rolling Stones|Chuck Berry|Down the Road Apiece|1710
1812828|The Rolling Stones|Chuck Berry|Down the Road Apiece (Raye)|1710
6587157|The Rolling Stones|Chuck Berry|Down the Road Apiece (alternate)|1710
9442166|The Rolling Stones|Chuck Berry|Down the Road Apiece (stereo remix)|1710
1049377|The Rolling Stones|Chuck Berry|Down the Road a Piece|1710
1812831|The Beatles|Chuck Berry|I Got To Find My Baby|1710
1049383|The Beatles|Chuck Berry|I Got to Find My Baby|1710
6587155|The Beatles|Chuck Berry|I Got to Find My Baby (alternate)|1710
9442152|The Beatles|Chuck Berry|I Got to Find My Baby (stereo remix)|1710
6587038|The Beatles|Chuck Berry|I'm Taking About You|1710
1457692|The Beatles|Chuck Berry|I'm Talking About You|1710
6587159|The Beatles|Chuck Berry|I'm Talking About You (alternate)|1710
293198|The Beatles|Chuck Berry|I’m Talking About You|1710
15094484|The Beatles|Chuck Berry|Johnny B Good (live)|1710
2690252|The Beatles|Chuck Berry|Johnny B Goode|1710
15132211|The Beatles|Chuck Berry|Johnny B. Good|1710
706443|The Beatles|Chuck Berry|Johnny B. Goode|1710
9063315|The Beatles|Chuck Berry|Johnny B. Goode (alternate take 2–3)|1710
6587151|The Beatles|Chuck Berry|Johnny B. Goode (alternate)|1710
11989498|The Beatles|Chuck Berry|Johnny B. Goode (live version)|1710
642929|The Beatles|Chuck Berry|Johnny B. Goode (live)|1710
837487|The Beatles|Chuck Berry|Johnny B. Goode (reprise)|1710
16484620|The Beatles|Chuck Berry|Johnny Be Good|1710
222299|The Beatles|Chuck Berry|Little Queenie|1710
222299|The Rolling Stones|Chuck Berry|Little Queenie|1710
6586988|The Beatles|Chuck Berry|Little Queenie (alternate)|1710
6586988|The Rolling Stones|Chuck Berry|Little Queenie (alternate)|1710
9063328|The Beatles|Chuck Berry|Little Queenie (take 8)|1710
9063328|The Rolling Stones|Chuck Berry|Little Queenie (take 8)|1710
12656069|The Beatles|Chuck Berry|Little Queeny|1710
12656069|The Rolling Stones|Chuck Berry|Little Queeny|1710
1254974|The Beatles|Chuck Berry|Memphis|1710
16484609|The Beatles|Chuck Berry|Memphis (Tenneesse)|1710
13826355|The Beatles|Chuck Berry|Memphis Tennesee|1710
24947|The Beatles|Chuck Berry|Memphis Tennessee|1710
9837249|The Beatles|Chuck Berry|Memphis Tennessee (live)|1710
1083082|The Beatles|Chuck Berry|Memphis, Tennessee|1710
9442178|The Beatles|Chuck Berry|Rip It Up|1710
13797583|The Beatles|Chuck Berry|Rock & Roll Music|1710
9772306|The Beatles|Chuck Berry|Rock 'n' Roll Music|1710
612174|The Beatles|Chuck Berry|Rock and Roll Music|1710
24942|The Beatles|Chuck Berry|Roll Over Beethoven|1710
9063253|The Beatles|Chuck Berry|Roll Over Beethoven (live)|1710
14601648|The Rolling Stones|Chuck Berry|Round and Round|1710
6006017|The Rolling Stones|Chuck Berry|Route 66|1710
9442176|The Rolling Stones|Chuck Berry|Route 66 (alternate take 11)|1710
9442175|The Rolling Stones|Chuck Berry|Route 66 (take 10)|1710
9442306|The Beatles|Chuck Berry|Shake Rattle & Roll (take 23)|1710
24937|The Beatles|Chuck Berry|Sweet Little Sixteen|1710
6587149|The Beatles|Chuck Berry|Sweet Little Sixteen (alternate)|1710
11984488|The Beatles|Chuck Berry|Sweet Little Sixteen (alternative version)|1710
9063300|The Beatles|Chuck Berry|Sweet Little Sixteen (demo)|1710
9442249|The Beatles|Chuck Berry|Sweet Little Sixteen (live)|1710
9063303|The Beatles|Chuck Berry|Sweet Little Sixteen (original master)|1710
9063304|The Beatles|Chuck Berry|Sweet Little Sixteen (sped up originally released version)|1710
9063302|The Beatles|Chuck Berry|Sweet Little Sixteen (take 11)|1710
9063301|The Beatles|Chuck Berry|Sweet Little Sixteen (take 3)|1710
8033998|The Beatles|Chuck Berry|Talin' About You|1710
293178|The Beatles|Chuck Berry|Too Much Monkey Business|1710
8322242|The Beatles|Chuck Berry and His Combo|Roll Over Beethoven|1514098
3841186|The Beatles|Chuck Berry feat. Etta James|Rock and Roll Music|937663
3841184|The Beatles|Chuck Berry feat. Julian Lennon|Johnny B. Goode|937662
2353057|The Beatles|Chuck Berry feat. Lonnie Mack|Memphis|946549
16557987|The Beatles|Chuck Berry with Bruce Springsteen & The E Street Band|Johnny B. Goode|1490774
16484758|The Beatles|Chuck Berry with Matchbox|Johnny B Goode|1348189
16484750|The Beatles|Chuck Berry with Matchbox|Memphis Tennessee|1348189
16484749|The Beatles|Chuck Berry with Matchbox|Sweet Little Sixteen|1348189
15156670|The Beatles|Chuck Loeb|Let It Be|6829
721947|The Rolling Stones|Cibo Matto|Sing This All Together|1948
4435984|The Beatles|Cidade Negra|Johnny B. Goode|37878
13487775|The Beatles|Cilla Black|Across the Universe|59979
2594769|The Beatles|Cilla Black|Baby It's You|59979
4471277|The Beatles|Cilla Black|For No One|59979
4471270|The Beatles|Cilla Black|In My Life|59979
4471191|The Beatles|Cilla Black|The Long and Winding Road|59979
3441635|The Rolling Stones|Cinderella|Jumping Jack Flash|9379
2331614|The Rolling Stones|Circle|Paint It Black|85071
6732556|The Beatles|Circulus|Lucy in the Sky With Diamonds|285283
7119702|The Beatles|Cissy Houston|The Long and Winding Road|20130
13128807|The Beatles|City of Bath Male Choir|Something|921140
18002112|The Rolling Stones|City of Prague Philharmonic Orchestra, James Morgan|(I Can't Get No) Satisfaction|1505043
9755123|The Rolling Stones|Ciudadano López & Mr. Black|Wild Horses|820417
8101318|The Beatles|Claire Martin|Help|60058
4605089|The Beatles|Clarence Carter|Let It Be|3722
9275225|The Beatles|Clarence Reid|Get Back|132740
9809425|The Beatles|Clarence Wheeler & The Enforcers|Hey Jude|114644
7873830|The Beatles|Claude Denjean|Come Together|216905
2374813|The Beatles|Claudine Longet|Falling in Love Again (Can't Help It)|39363
2094881|The Beatles|Claudine Longet|Here, There and Everywhere|39363
2094869|The Beatles|Claudine Longet|Jealous Guy / Don't Let Me Down|39363
2374928|The Rolling Stones|Claudine Longet|Let's Spend the Night Together|39363
2374845|The Beatles|Claudine Longet|When I'm Sixty-four|39363
4948564|The Beatles|Claus Hempler|Dear Prudence|163509
127178|The Rolling Stones|Claw Hammer|Satisfaction|4994
5141839|The Beatles|Cleo Laine|Eleanor Rigby|3455
9738153|The Beatles|Cliff Bennett & His Band|Back in the U.S.S.R.|642254
4365031|The Beatles|Cliff Bennett & The Rebel Rousers|Got to Get You Into My Life|81189
10110423|The Beatles|Cliff Bennett & The Rebel Rousers|Got to Get You into My Life|81189
10091250|The Beatles|Cliff Richard|And I Love Her|123
4258391|The Beatles|Cliff Richard|Baby It's You|123
10091875|The Beatles|Cliff Richard|Be-Bop-A-Lula|123
4258382|The Beatles|Cliff Richard|I Saw Her Standing There|123
4258380|The Beatles|Cliff Richard|I'll Be Back|123
4258378|The Beatles|Cliff Richard|Shout|123
3227855|The Beatles|Cliff Richard|Twist and Shout|123
13751842|The Beatles|Cliff Richard & The Drifters|Be-Bop-A-Lula|884987
7725356|The Beatles|Cliff Richard & The Shadows|Be-Bop-A-Lula|61431
10682330|The Beatles|Cliff Richard and The Shadows|Blue Suede Shoes|1214029
1843209|The Rolling Stones|Clifford|Under the Boardwalk|320596
13639515|The Beatles|Clifton Chenier|Shake, Rattle and Roll|49419
1089206|The Beatles|Clive Gregson & Christine Collister|Matchbox|821521
4776182|The Rolling Stones|Cobra Verde|Play With Fire|127920
9701464|The Beatles|Cocagne Club|The Sheik of Araby|640098
1193336|The Rolling Stones|Cock Sparrer|We Love You|40492
11730642|The Beatles|Coconami|Three Cool Cats|671626
8884762|The Beatles|Colbie Caillat|Here Comes the Sun|454711
1793770|The Beatles|Coldplay|Here Comes the Sun (live, 2001-11-30: Chicago, IL, USA)|2129
12949115|The Beatles|Coleco Music|Dear Prudence|417317
1960408|The Beatles|Colin Linden|Blackbird|53634
5518401|The Beatles|Colin Newman|Blue Jay Way|136753
2251841|The Beatles|Collage|There's a Place|465286
2251835|The Beatles|Collage|Tomorrow Never Knows|465286
9957516|The Beatles|Collide|Come Together|40278
875919|The Rolling Stones|Collin Raye|Brown Sugar|9381
1461249|The Beatles|Collin Raye|Let It Be|9381
11720870|The Beatles|Company|Blue Suede Shoes|1003372
1573102|The Beatles|Company of Strangers|Baby You're a Rich Man|121982
11430790|The Beatles|Conan O'Brien|Too Much Monkey Business|742333
19288013|The Beatles|Congress Alley|Golden Slumbers|1655875
5549885|The Beatles|Connie Evingson|Blackbird|259160
5549888|The Beatles|Connie Evingson|Can't Buy Me Love|259160
5549893|The Beatles|Connie Evingson|For No One|259160
5549889|The Beatles|Connie Evingson|From Me to You|259160
5549896|The Beatles|Connie Evingson|Got to Get You Into My Life|259160
5549894|The Beatles|Connie Evingson|I Will|259160
5549895|The Beatles|Connie Evingson|Oh! Darling|259160
5549887|The Beatles|Connie Evingson|The Night Before|259160
5549891|The Beatles|Connie Evingson|When I'm 64|259160
5549875|The Beatles|Connie Evingson|Yesterday - Yesterdays|259160
10476240|The Beatles|Connie Lynch|Penny Lane|684318
10476247|The Beatles|Connie Lynch|Real Love|684318
10476237|The Beatles|Connie Lynch|Ticket to Ride|684318
9031028|The Beatles|Conway Twitty|Blue Suede Shoes|6441
6984102|The Rolling Stones|Coph Nia|Sympathy for the Devil|100377
17155966|The Beatles|Corcovado Frequency|Oh! Darling|279257
3123146|The Rolling Stones|Corky Carrol|Backstreet Girl|199718
4418687|The Beatles|Cornell Dupree|Something|99569
9692366|The Beatles|Cornershop|Mean Mr. Mustard / Polythene Pam|798
133494|The Beatles|Cornershop|Norwegian Wood (This Bird Has Flown)|798
1913500|The Beatles|Coroner|I Want You (She's So Heavy)|24454
990792|The Rolling Stones|Cory Morrow|Not Fade Away|49839
6555850|The Beatles|Cosmos|Got to Get You Into My Life|279758
4191190|The Rolling Stones|Count Basie|Ain't Too Proud to Beg|4508
4191200|The Beatles|Count Basie|Memphis Tennessee|4508
2525685|The Beatles|Count Basie & His Orchestra|A Hard Day's Night|201597
2525686|The Beatles|Count Basie & His Orchestra|All My Loving|201597
2525688|The Beatles|Count Basie & His Orchestra|And I Love Her|201597
2525681|The Beatles|Count Basie & His Orchestra|Can't Buy Me Love|201597
2109956|The Beatles|Count Basie & His Orchestra|Come Together|201597
2525684|The Beatles|Count Basie & His Orchestra|Do You Want to Know a Secret|201597
2109954|The Beatles|Count Basie & His Orchestra|Eleanor Rigby|201597
2109952|The Beatles|Count Basie & His Orchestra|Get Back|201597
2525680|The Beatles|Count Basie & His Orchestra|Help!|201597
2109951|The Beatles|Count Basie & His Orchestra|Here, There and Everywhere|201597
2109953|The Beatles|Count Basie & His Orchestra|Hey Jude|201597
2525689|The Beatles|Count Basie & His Orchestra|Hold Me Tight|201597
2525683|The Beatles|Count Basie & His Orchestra|I Wanna Be Your Man|201597
2525683|The Rolling Stones|Count Basie & His Orchestra|I Wanna Be Your Man|201597
2525691|The Beatles|Count Basie & His Orchestra|Kansas City|201597
2525682|The Beatles|Count Basie & His Orchestra|Michelle|201597
2109947|The Beatles|Count Basie & His Orchestra|Norwegian Wood|201597
2109955|The Beatles|Count Basie & His Orchestra|Penny Lane|201597
2525690|The Beatles|Count Basie & His Orchestra|She Loves You|201597
2109949|The Beatles|Count Basie & His Orchestra|Something|201597
2109948|The Beatles|Count Basie & His Orchestra|The Fool on the Hill|201597
2109950|The Beatles|Count Basie & His Orchestra|With a Little Help From My Friends|201597
2109957|The Beatles|Count Basie & His Orchestra|Yesterday|201597
16875405|The Beatles|Count Basie and His Orchestra|Memphis Tennessee|864673
13743348|The Beatles|Counting Crows|Golden Slumbers / Carry That Weight / The End|953
388284|The Beatles|Cowboy Junkies|Bad Boy|1019
1252742|The Rolling Stones|Cowboy Junkies|Dead Flowers|1019
4627358|The Beatles|Cowboy Junkies|Run for Your Life|1019
2511659|The Beatles|Craaft|Daytripper|168911
5021257|The Beatles|Craig David|Come Together (live)|1559
8681112|The Rolling Stones|Craig David|Just My Imagination|1559
2401970|The Beatles|Craig Ilott, Darren Coggan, Matt Hetherington & Pippa Grandison|Long Tall Sally|1298549
3689195|The Rolling Stones|Craig McLachlan|Mona|165231
2440810|The Rolling Stones|Craig McLachlan|Mona (7" Version)|165231
2440811|The Rolling Stones|Craig McLachlan|Mona (extended remix)|165231
5152534|The Rolling Stones|Craig McLachlan & Check 1-2|Mona|963503
2401982|The Beatles|Craig McLachlan & Darren Coggan|Johnny B Good|1298553
2720642|The Rolling Stones|Craig McLachlan and Check 1-2|Mona|1378108
9004278|The Rolling Stones|Creedence Clearwater Revival|Green River / Suzie Q|1918
165074|The Rolling Stones|Creedence Clearwater Revival|Susie Q|1918
8662170|The Rolling Stones|Creedence Clearwater Revival|Susie Q (live at the Fillmore, San Francisco; 3-14-69)|1918
153587|The Rolling Stones|Creedence Clearwater Revival|Susie Q, Part 2|1918
9769002|The Rolling Stones|Creedence Clearwater Revival|Susy Q, Part 2|1918
209677|The Rolling Stones|Creedence Clearwater Revival|Suzie Q|1918
3529936|The Rolling Stones|Creedence Clearwater Revival|Suzie Q, Part 2|1918
653457|The Rolling Stones|Creedence Clearwater Revival|Suzie Q, Part 2 (instrumental)|1918
9977344|The Rolling Stones|Creedence Clearwater Revival|Suzie Q. Part 2|1918
9365162|The Rolling Stones|Creedence Clearwater Revival|Suzy Q|1918
1369780|The Rolling Stones|Creedence Clearwater Revival|Suzy Q, Part 2|1918
1424437|The Rolling Stones|Creedence Clearwater Revival|Suzy Q, Part II|1918
10476243|The Beatles|Cris Camacho|It's Only Love|409089
16055255|The Beatles|Cris Delanno|Something|203983
1760657|The Beatles|Cristina|Drive My Car|130430
17331711|The Beatles|Crooked Still|Crooked Still, Grey Fox Bluegrass Festival, 07-16-2011|307008
15490144|The Beatles|Crooked Still|We Can Work It Out|307008
386571|The Beatles|Crosby, Stills & Nash|Blackbird|12103
709218|The Beatles|Crosby, Stills & Nash|In My Life|12103
4242959|The Beatles|Crosby, Stills, Nash & Young|Blackbird|11058
17297496|The Beatles|Crown of Thorns|Don't Let Me Down|76068
6820901|The Beatles|Crown of Thorns|Don’t Let Me Down|354029
5302356|The Beatles|Cuby + Blizzards|Johnny B. Goode|85070
5306417|The Rolling Stones|Cuby + Blizzards|Little Red Rooster|85070
17004749|The Rolling Stones|Culpho Dog Gymkhana|(I Can’t Get No) Satisfaction|1299810
1664177|The Beatles|Curtis Knight and The Squires|Money (That's What I Want)|538699
1664177|The Rolling Stones|Curtis Knight and The Squires|Money (That's What I Want)|538699
1664184|The Rolling Stones|Curtis Knight and The Squires|Satisfaction|538699
4134316|The Beatles|Curtis Salgado|I'll Be Back|6839
4432719|The Beatles|Curtis Stigers|I Feel Fine|9154
3126771|The Beatles|Cyril Stapleton|She Loves You|158387
3126758|The Beatles|Cyril Stapleton|Ticket to Ride|158387
14201197|The Beatles|Czech Film Orchestra/Cliff Masterson & The Fron Male Voice Choir|Yesterday|1080820
7213066|The Beatles|Cássia Eller|Eleanor Rigby|21067
191633|The Beatles|Céline Dion|Here There & Everywhere|139
15733683|The Rolling Stones|Cœur de pirate|Dead Flowers|593547
14143698|The Beatles|D.O.A.|Revolution|7820
422166|The Rolling Stones|DEVO|(I Can't Get No) Satisfaction|960339
10751165|The Rolling Stones|DEVO|(I Can’t Get Me No) Satisfaction|960339
379403|The Rolling Stones|DEVO|(I Can’t Get No) Satisfaction|960339
10273789|The Rolling Stones|DEVO|(I Can’t Get No) Satisfaction (live)|960339
1095441|The Rolling Stones|DEVO|Satisfaction (I Can't Get No)|960339
17642358|The Beatles|DJ Style feat. KSS|Girl|1457634
1249394|The Beatles|Da Vinci’s Notebook|Sgt. Pepper's Lonely Hearts Club Band / With a Little Help From My Friends|1261448
8844975|The Beatles|Da Vàng|Come Together|584681
5111437|The Rolling Stones|Dada|The Last Time|317250
8924099|The Beatles|Daddy|Tomorrow Never Knows|553855
6974103|The Rolling Stones|Dale Hawkins|Susie Q|45731
16374596|The Rolling Stones|Dale Hawkins|Suzie-Q|45731
2887420|The Beatles|Dale Miller|Hey Jude|187904
3591511|The Beatles|Damon & Naomi|While My Guitar Gently Weeps|112381
3123144|The Rolling Stones|Dan|2000 Light Years From Home|172321
8284891|The Beatles|Dan Baird and Homemade Sin|Eight Days a Week|544334
8284886|The Rolling Stones|Dan Baird and Homemade Sin|It's All Over Now|544334
2839035|The Rolling Stones|Dan McCafferty|Out of Time|160952
7607275|The Beatles|Dana Fuchs|Don’t Let Me Down|452172
7419758|The Beatles|Dana Fuchs|Helter Skelter|452172
7607276|The Beatles|Dana Fuchs & Jim Sturgess|All You Need Is Love|820373
7607266|The Beatles|Dana Fuchs & Martin Luther McCoy|Oh! Darling|820466
7607225|The Beatles|Dana Fuchs, Jim Sturgess, Evan Rachel Wood & T.V. Carpio|Dear Prudence|831216
5994414|The Beatles|Dancing Mood|The Long and Winding Road|307234
2131910|The Beatles|Dandy|Yesterday|147863
3734100|The Beatles|Dandy Livingstone|Yesterday|70423
10264036|The Beatles|Danger Four|I Should Have Known Better|670503
671966|The Beatles|Daniel Ash|Day Tripper|30312
2505013|The Beatles|Daniel Johnston|Got to Get You Into My Life|7595
7747584|The Beatles|Daniel Johnston|I Saw Her Standing There|7595
9879902|The Beatles|Daniel O'Donnell|Act Naturally|126018
4705027|The Beatles|Daniel O'Donnell|All My Loving|126018
3365576|The Beatles|Daniel O'Donnell|Ob-La-Di Ob-La-Da|126018
4705042|The Beatles|Daniel O'Donnell|With a Little Help From My Friends|126018
721117|The Beatles|Danielle Dax|Tomorrow Never Knows|15809
2288641|The Beatles|Danni Carlos|Drive My Car|156445
12982390|The Rolling Stones|Danny Federici|Miss You|890151
5666935|The Beatles|Danny Kirwan|Let It Be|348912
10128767|The Beatles|Danubius Czárdás Orchestra & Chorus|Yesterday|662711
5832414|The Rolling Stones|Darkseed|Paint It Black|68394
9166272|The Beatles|Das Klown|Blue Jay Way|7204
1139377|The Beatles|Dave Berry|Baby It's You|56985
7692990|The Beatles|Dave Berry and the Cruisers|Memphis Tennessee|420895
1526781|The Beatles|Dave Grusin|Yesterday|11991
15864466|The Beatles|Dave Lindup and his Orchestra, 2 Guitars|And I Love Her|1280918
17614163|The Beatles|Dave Mason|Crying, Waiting, Hoping|37413
6631490|The Beatles|Dave Matthews|In My Life|115893
2751079|The Beatles|Dave Matthews & Friends|Hey Bulldog|178364
11160133|The Beatles|Dave Specter|While My Guitar Gently Weeps|208568
14832437|The Beatles|Dave Stewart & Barbara Gaskin|Good Morning Good Morning|817518
14832748|The Beatles|Dave Valentin|Blackbird|5509
12021105|The Beatles|David "Fathead" Newman|And I Love Her|79879
2082153|The Beatles|David "Fathead" Newman|Yesterday|79879
3927648|The Beatles|David & Jonathan|Michelle|87566
11841218|The Beatles|David Axelrod|Norwegian Wood (Spanish Wood)|30274
1461243|The Beatles|David Ball|I'll Follow the Sun|12232
1797021|The Beatles|David Benoit|Here, There and Everywhere|22519
8584776|The Beatles|David Benoit|She's Leaving Home|22519
18845613|The Beatles|David Bismuth|Yesterday|1605477
657117|The Beatles|David Bowie|Across the Universe|956
17155571|The Beatles|David Bowie|Across the Universe (5.1 mix)|956
12180164|The Beatles|David Bowie|Duet with Cher: Can you hear me? / Young Americans Medley|956
353552|The Beatles|David Bowie|Foot Stompin|956
598342|The Rolling Stones|David Bowie|Let’s Spend the Night Together|956
563998|The Rolling Stones|David Bowie|Round and Round|956
3003875|The Rolling Stones|David Bowie|Round and Round (alternate vocal mix)|956
7929053|The Beatles|David Bowie|This Boy|956
2077810|The Beatles|David Bromberg|Kansas City|12179
6303804|The Beatles|David Cassidy|Be-Bop-A-Lula|58632
8932353|The Beatles|David Cook|Eleanor Rigby|521940
13672119|The Beatles|David Essex|Be Bop a Lula|15245
3062268|The Rolling Stones|David Essex|Out of Time|15245
3062267|The Rolling Stones|David Essex|Paint It Black|15245
17843978|The Beatles|David Essex|She’s Leaving Home|15245
7176842|The Beatles|David Essex|Yesterday|15245
19197964|The Beatles|David Gilmour & Joe Gilmour|Here, There and Everywhere|1644361
9237431|The Rolling Stones|David Johansen and the Harry Smiths|I Can’t Be Satisfied|1370111
1097048|The Rolling Stones|David Lanz|As Tears Go by / Ruby Tuesday|31802
1097056|The Beatles|David Lanz|Girl|31802
1097052|The Beatles|David Lanz|I'll Follow the Sun|31802
1097058|The Beatles|David Lanz|Strawberry Fields Forever|31802
1356905|The Beatles|David Lanz & Paul Speer|A Day in the Life|821653
2327167|The Beatles|David Lee Roth|That Beatles Tune|1940
1444293|The Beatles|David Lindley|Twist and Shout|114682
4920241|The Rolling Stones|David Matthews|Just My Imagination (Running Away With Me)|133943
4920237|The Rolling Stones|David Matthews|My Girl|133943
10838525|The Beatles|David McCallum|A Taste of Honey|58968
8765490|The Beatles|David McCallum|Michelle|58968
18996442|The Beatles|David McCallum|Penny Lane|58968
10838527|The Rolling Stones|David McCallum|Satisfaction (I Can't Get Me No)|58968
18996444|The Beatles|David McCallum|Strawberry Fields Forever|58968
10838526|The Beatles|David McCallum|Yesterday|58968
9293413|The Beatles|David Porter|Help|99721
6505055|The Beatles|David Schommer feat. David Jensen|Eleanor Rigby|1264123
3778550|The Beatles|Davy Graham|Getting Better|150928
2131922|The Beatles|Dawn Penn|Here Comes the Sun|9568
658245|The Beatles|De Dannan|Eleanor Rigby|6739
5034763|The Beatles|De Dannan|Let It Be|6739
9781856|The Rolling Stones|Deacon Blue|Wild Horses (live)|44758
5421317|The Rolling Stones|Dead Boys|Tell Me|282864
2531377|The Beatles|Dead Kennedys|Back in the USSR|9216
120777|The Rolling Stones|Dead Moon|Play With Fire|7486
6136260|The Rolling Stones|Deadsy|Paint it Black|45220
489740|The Beatles|Dean Brown|Baby You're a Rich Man|41759
16498749|The Beatles|Dean Martin|Besame Mucho|976
875914|The Rolling Stones|Deana Carter|Ruby Tuesday|9383
3590667|The Rolling Stones|Death SS|Symphathy for the Devil|200907
9870495|The Rolling Stones|Death of Samantha|Salt of the Earth|166556
6766024|The Beatles|Debauchery|8 Days a Week|175243
12334936|The Beatles|Deborah Dixon & Les Crossaders|A Hard Day’s Night|1638605
17543921|The Rolling Stones|Deborah Shulman & The Ted Howe Trio|Route 66|1627595
11543471|The Rolling Stones|Declan|My Girl|849987
16055244|The Beatles|Deco Fiori|A Day in the Life|725857
1922771|The Beatles|Deep Purple|Exposition / We Can Work It Out|1587
284647|The Beatles|Deep Purple|Help|1587
17837951|The Beatles|Deep Purple|Help|1258689
11047754|The Beatles|Deep Purple|Help (French A-Side)|1587
645833|The Beatles|Deep Purple|Help (alternate take)|1587
17837956|The Beatles|Deep Purple|Help (alternate take)|1258689
13075090|The Beatles|Deep Purple|Help!|1587
305404|The Beatles|Deep Purple|Lucille|1587
16422916|The Beatles|Deep Purple|Lucille|1258689
6412252|The Beatles|Deep Purple|Lucille (live)|1587
429365|The Rolling Stones|Deep Purple|Paint It Black|1587
3357891|The Rolling Stones|Deep Purple|Paint It Black / Space Truckin' Cont'd|1587
3462867|The Rolling Stones|Deep Purple|Space Truckin' (Incl. Woman from Tokyo & Paint It Black)|1587
12471565|The Beatles|Deerhoof|The Continuing Story of Bungalow Bill|8076
11343793|The Beatles|Deerhoof|The Continuing Story of Bungalow Bill / Desaparaceré / Wrong Time Capsule / Goin' Up the Country / Spiritual Ditties of No Tone / Lose My Breath / Dinner for Two / Lightning Rod, Run / There's a Kind of Hush|8076
1783636|The Beatles|Defunkt|Come Together|97524
7303111|The Beatles|Del Shannon|From Me to You|16171
4792950|The Beatles|Del Shannon|Memphis|16171
10357404|The Rolling Stones|Del Shannon|Out of Time|16171
4792961|The Beatles|Del Shannon|Twist and Shout|16171
7300853|The Rolling Stones|Del Shannon|Under My Thumb|16171
5863215|The Beatles|Delbert McClinton|Come Together|22141
7706127|The Beatles|Delbert McClinton|This Boy|22141
910547|The Beatles|Deloris & The Sisters & The Ronelles|Shout|1297645
13363802|The Beatles|Delta Blues Museum Band|Kansas City|957034
3773165|The Beatles|Demented Are Go!|Be Bop a Lula|94377
1448491|The Beatles|Demented Are Go!|Be-Bop-A-Lula|94377
18129712|The Beatles|Demetrio Stratos, Mauro Pagani, Paolo Tofani|Long Tall Sally|806061
19047731|The Beatles|Denfeld High School Jazz Band|Please Please Me|1627614
14615957|The Beatles|Denis Mazhukov & Off Beat|Sweet Little Sixteen|1130234
5117151|The Beatles|Dennis Coffey|Get Back|114765
5117155|The Beatles|Dennis Coffey|Hey Jude|114765
11458291|The Beatles|Dennis Locorriere|Dig a Pony|190843
12240988|The Beatles|Dennis Lopez Liquid Latin Sound|Fool on the Hill|429587
9136083|The Beatles|Denny Doherty|Here Comes the Sun / Two of Us|247503
7699091|The Rolling Stones|Denny Walley|I Can't Be Satisfied|366617
4268010|The Beatles|Denzal Sinclaire|Blackbird|131212
4268015|The Beatles|Denzal Sinclaire|The Fool on the Hill|131212
18869916|The Rolling Stones|Depeche Mode|"Route 66" (Beatmasters Mix)|317
12983260|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66|317
1003982|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (Ivan megamix)|317
3643761|The Rolling Stones|Depeche Mode|Behind the Wheel / Route 66 (live megamix)|317
