recordingid|sourceartist|recording_artist|recordname|recartistcredit
10264035|The Beatles|Los Lobos Negros|Misery|305047
11189331|The Beatles|Los Lonely Boys|She Came in Through the Bathroom Window|116149
4767695|The Beatles|Los Manolos|All My Loving|14752
6290457|The Rolling Stones|Los Mockers|Paint It Black|396129
4203573|The Beatles|Los Mustang|Please Please Me|264069
3886115|The Rolling Stones|Los Pericos|Harlem Shuffle|45456
2315795|The Rolling Stones|Los Piojos|Little Red Rooster (zapada)|46384
11578889|The Beatles|Los Rolin|All My Loving|751087
11578885|The Beatles|Los Rolin|And I Love Her|751087
11578880|The Beatles|Los Rolin|Help|751087
11578886|The Beatles|Los Rolin|I Should Have Known Better|751087
11578884|The Beatles|Los Rolin|Nowhere Man|751087
11578888|The Beatles|Los Rolin|Ob-La-Di, Ob-La-Da|751087
11578881|The Beatles|Los Rolin|She Loves You|751087
11578892|The Beatles|Los Rolin|Something|751087
11578882|The Beatles|Los Rolin|Yellow Submarine|751087
11578883|The Beatles|Los Rolin|Yesterday|751087
8799743|The Beatles|Los Sprinters|Hemos de salvar|582065
8799744|The Beatles|Los Sprinters|Mi gran amor le dí|582065
1123714|The Beatles|Los Suaves|Johnny B. Goode|86251
8936117|The Beatles|Lou Rawls|Got to Get You Into My Life|30323
17287786|The Beatles|Lou Rawls|Here Comes the Sun|30323
8936121|The Rolling Stones|Lou Rawls|I'm a King Bee|30323
6947075|The Beatles|Lou Rawls|Kansas City|30323
8660593|The Beatles|Lou Rawls|Yesterday|30323
7069386|The Beatles|Louis Bertignac|Helter Skelter|147492
2125180|The Rolling Stones|Louis Bertignac|Love in Vain|147492
2125178|The Rolling Stones|Louis Bertignac|Sympathy for the Devil|147492
2419884|The Rolling Stones|Louis Bertignac / Paul Personne|Sympathy for the Devil|1253267
6764555|The Beatles|Lourdes Robles|El largo caminar (The Long and Winding Road)|428325
17795467|The Beatles|Love Life|A Hard Day’s Night|1478933
6734738|The Rolling Stones|Love Like Blood|Angie|42643
2425269|The Beatles|Love/Hate|I Am the Walrus|21773
1991841|The Rolling Stones|Lovemongers feat. Chris Cornell|Wild Horses|898682
3108106|The Beatles|Loves Young Nightmare|All Too Much|198720
2636367|The Beatles|Low|Long Long Long|32662
4627348|The Beatles|Low|Nowhere Man|32662
7865946|The Beatles|Luce|Eleanor Rigby|75520
10695122|The Beatles|Luciano Pavarotti & All Artists|All You Need Is Love|1399602
450327|The Rolling Stones|Lucinda Williams|Stop Breakin' Down|42033
1521195|The Rolling Stones|Lucinda Williams and Elvis Costello|Wild Horses|809505
18680914|The Rolling Stones|Lucky Chops|My Girl|1586014
4096921|The Rolling Stones|Lucky Peterson|Little Red Rooster|52002
1151954|The Rolling Stones|Lucky Peterson|Under My Thumb|52002
1960401|The Beatles|Lucky Peterson|Yer Blues|52002
11727212|The Beatles|Lucy Kaplansky|I've Just Seen a Face|34942
5627708|The Beatles|Ludella Black|I've Just Seen a Face|302776
1929891|The Beatles|Ludwig von 88|Come Together|41452
6421975|The Beatles|Luis Alberto Spinetta|Don't Bother Me|54302
8884384|The Beatles|Luiz Bonfá|Yesterday|39274
5948011|The Beatles|Luke Temple|Doctor Robert|268548
6168399|The Rolling Stones|Lulu|Can I Get a Witness|40328
9121766|The Beatles|Lulu|Day Tripper|40328
481361|The Beatles|Lulu|Shout|40328
19168908|The Beatles|Lulu|Shout (Still Shouting mix)|40328
19168907|The Beatles|Lulu|Shout (a cappella mix)|40328
16106865|The Rolling Stones|Lulu|Surprise Surprise|40328
1416088|The Beatles|Lulu & The Luvvers|Shout|44995
4711329|The Rolling Stones|Lulu & The Luvvers|Surprise Surprise|44995
3453042|The Rolling Stones|Lulu & The Luvvers|Surprise, Surprise|44995
16055243|The Beatles|Lulu Joppert|Got to Get You Into My Life (KGO mix)|708599
14273066|The Beatles|Lulu and the Luvvers|Shout|1093013
1032870|The Rolling Stones|Luna|Waiting on a Friend|1643
5879820|The Beatles|Luther 'Georgia Boy' Johnson|Little Queenie|363114
5879820|The Rolling Stones|Luther 'Georgia Boy' Johnson|Little Queenie|363114
2235672|The Rolling Stones|Luther Allison|The Little Red Rooster|50561
5455243|The Rolling Stones|Luther Allison|You Can't Always Get What You Want|50561
8852412|The Beatles|Lyambiko|Here Comes the Sun|93205
1866421|The Beatles|Lynden David Hall|All You Need Is Love|45347
4253491|The Rolling Stones|Lynn Anderson|Under the Boardwalk|34598
5810408|The Beatles|Lynne Arriale Trio|Blackbird|112483
6951090|The Beatles|Lynne Arriale Trio|Come Together|112483
7176844|The Beatles|Lynsey de Paul|Because|31682
16266554|The Beatles|MAMA GUITAR|Shout|684047
10418521|The Beatles|MGB's|Here Comes the Sun|680994
13404794|The Beatles|MINAKO with WILD CATS|HELTER SKELTER|961394
7558426|The Beatles|MNO|Julia|143771
1724083|The Beatles|Maceo and All the King's Men|For No One|129068
1724080|The Beatles|Maceo and All the King's Men|Something|129068
6647616|The Beatles|Macy Blackman and the Mighty Fines|Little Queenie|421015
6647616|The Rolling Stones|Macy Blackman and the Mighty Fines|Little Queenie|421015
11809526|The Rolling Stones|Mad Parade|Mother's Little Helper|7646
6809915|The Beatles|Made in Sweden|A Day in the Life|345838
12608538|The Rolling Stones|Madeleine Peyroux|Love in Vain|100836
15754163|The Beatles|Madre de Dios|Helter Skelter (Pre-mastered version)|1267610
5793442|The Beatles|Mae|A Day in the Life|81230
11838634|The Beatles|Mae West|Day Tripper|39357
11838636|The Beatles|Mae West|Twist and Shout|39357
1989574|The Beatles|Maggie Bell|I Saw Him Standing Here|141790
7953162|The Rolling Stones|Maggot Brain|Gimme Shelter|420528
6764554|The Beatles|Magneto|Con la ayuda de la amistad|183805
14403103|The Beatles|Malcolm Lockyer and His Orchestra|Falling in Love Again|560486
10264027|The Beatles|Malcolm Scarpa|Ob-La-Di, Ob-La-Da|335550
6446358|The Rolling Stones|Mambo Kurt|Sympathy for the Devil|147686
14176722|The Beatles|Mammytone|All Together Now|1077504
14176728|The Beatles|Mammytone|Blackbird|1077504
14176718|The Beatles|Mammytone|Day Tripper|1077504
14176725|The Beatles|Mammytone|Drive My Car|1077504
14176723|The Beatles|Mammytone|Eleanor Rigby|1077504
14176720|The Beatles|Mammytone|For No One|1077504
14176721|The Beatles|Mammytone|Here Comes the Sun|1077504
14176726|The Beatles|Mammytone|I Will|1077504
14176719|The Beatles|Mammytone|Revolution|1077504
1380040|The Beatles|Manchester United Football Team|Yellow Submarine|110992
9850226|The Beatles|Mando Diao|A Hard Day's Night|105978
13316075|The Beatles|Mandré|Money (That's What I Want)|121825
13316075|The Rolling Stones|Mandré|Money (That's What I Want)|121825
3024003|The Rolling Stones|Manfred Mann|(I Can't Get No) Satisfaction|820
2389280|The Rolling Stones|Manfred Mann|Down the Road Apiece|820
671176|The Rolling Stones|Manfred Mann’s Earth Band|Play With Fire|1203226
1356576|The Rolling Stones|Manic Street Preachers|Out of Time|2273
1356572|The Beatles|Manic Street Preachers|Rock and Roll Music|2273
17108560|The Rolling Stones|Manic Street Preachers|Start Me Up|2273
6594784|The Beatles|Mankind|Yesterday|286178
1509946|The Beatles|Manny Manuel|I Want to Hold Your Hand|118648
7627834|The Beatles|Mantovani|Yesterday|210790
13609004|The Beatles|Manuel Barrueco|A Hard Day's Night|54210
13609006|The Beatles|Manuel Barrueco|Hey Jude|54210
13609003|The Beatles|Manuel Barrueco|Lucy in the Sky With Diamonds|54210
13609005|The Beatles|Manuel Barrueco|Michelle|54210
13609007|The Beatles|Manuel Barrueco|Yesterday|54210
13609000|The Beatles|Manuel Barrueco, David Tanenbaum|Fool on the Hill|1031279
13609002|The Beatles|Manuel Barrueco, David Tanenbaum|Penny Lane|1031279
13609001|The Beatles|Manuel Barrueco, David Tanenbaum|She's Leaving Home|1031279
13608997|The Beatles|Manuel Barrueco, London Symphony Orchestra, Jeremy Lubbock|Eleanor Rigby|1031278
13608998|The Beatles|Manuel Barrueco, London Symphony Orchestra, Jeremy Lubbock|Here, There and Everywhere|1031278
13609009|The Beatles|Manuel Barrueco, London Symphony Orchestra, Jeremy Lubbock|The Long and Winding Road|1031278
13608999|The Beatles|Manuel Barrueco, London Symphony Orchestra, Jeremy Lubbock|Ticket to Ride|1031278
13929921|The Rolling Stones|Maps & Atlases|Ain't Too Proud to Beg|360685
7696828|The Rolling Stones|Marc Almond|Paint It Black|34990
2368014|The Beatles|Marc Bolan & Gloria Jones|To Know You Is to Love You (To Know Him Is to Love Him)|1389211
3388420|The Beatles|Marc Bonilla|I Am the Walrus|130669
10389885|The Beatles|Marc Broussard|Johnny B. Goode|169024
13486509|The Beatles|Marc Copland|I Remember You|204034
1424383|The Beatles|Marc Ford|I, Me, Mine|113601
1046692|The Beatles|Marc Ribot|Happiness Is a Warm Gun|24183
521059|The Beatles|Marc Ribot|While My Guitar Gently Weeps|24183
16055242|The Beatles|Marcela Mangabeira|Here Comes the Sun (KGO mix)|489336
16055257|The Beatles|Marcela Mangabeira|Here There and Everywhere|489336
16055249|The Beatles|Marcela Mangabeira|Let It Be (KGO mix)|489336
16055258|The Beatles|Marcela Mangabeira|The Long and Winding Road|489336
16055230|The Beatles|Marcera Mangabeira|We Can Work It Out (KGO mix)|1301905
1821695|The Beatles|Marcia Griffiths|Don't Let Me Down|5197
8863712|The Rolling Stones|Marcia Hines|Jumpin' Jack Flash|84353
10284342|The Beatles|Marco Da Silva & The Midnighters|Blue Suede Shoes|672014
12722937|The Beatles|Marco Mengoni|Helter Skelter|689457
539266|The Beatles|Marcus Miller|Come Together|35648
588151|The Beatles|Marcus Roberts|I Remember You|43625
9430368|The Rolling Stones|Mardi Gras Brass Band|Slave|1058548
1587526|The Rolling Stones|Marduk|Paint It Black|7168
554765|The Beatles|Margaret Leng Tan|Eleanor Rigby|46277
16055238|The Beatles|Maria Augusta|Penny Lane|590314
16055240|The Beatles|Maria Augusta|The Fool on the Hill (KGO mix)|590314
1960404|The Beatles|Maria Muldaur|Ob-La-Di, Ob-La-Da|8718
16403717|The Beatles|Marian Call|Blackbird|577184
6484801|The Beatles|Marian Dacal|All You Need Is Love|409085
6484803|The Beatles|Marian Dacal|Norwegian Wood|409085
70019|The Beatles|Marian McPartland|In My Life|5285
5716738|The Beatles|Marian Montgomery|Kansas City|352026
397227|The Rolling Stones|Marianne Faithfull|As Tears Go By|23921
16582018|The Rolling Stones|Marianne Faithfull|As Tears Go By (1964 Mono version)|23921
9728275|The Beatles|Marianne Faithfull|I’m a Loser|23921
12671925|The Rolling Stones|Marianne Faithfull|Sister Morphine|23921
3445948|The Beatles|Marianne Faithfull|Yesterday|23921
7351936|The Beatles|Marie-France Arcilla, Erin Crosby, Julie Dingman-Evans, Erica Schroeder, Denise Summerford|Shout!|1346539
18710529|The Beatles|Marike Van Dijk|She's Leaving Home|1589531
2289342|The Beatles|Marillion|Blackbird|2546
7151858|The Beatles|Marillion|Good Morning Good Morning|2546
3889646|The Beatles|Marilyn Manson|Come Together|187
12768293|The Rolling Stones|Mario Biondi|My Girl (acoustic English)|589832
12768291|The Rolling Stones|Mario Biondi|My Girl (original English)|589832
7745880|The Beatles|Mark Lindsay|The Long and Winding Road / Yesterday|21670
5948007|The Beatles|Mark Mulcahy|She Said, She Said|98214
7699551|The Beatles|Mark Murphy|Eleanor Rigby|41122
10251835|The Beatles|Mark Murphy|She Loves You|41122
9129776|The Beatles|Mark Turner|She Said, She Said|138721
6484616|The Beatles|Mark Whitfield|Come Together|44120
9804675|The Beatles|Mark Wood|Eleanor Rigby|52983
2905348|The Beatles|Marky Ramone and The Intruders|Nowhere Man|58915
56576|The Beatles|Marlene Dietrich|Falling in Love Again|4764
2461956|The Beatles|Marlene VerPlanck|I Remember You|147311
8304138|The Beatles|Marlène Dietrich|Falling in Love Again|1398790
17838447|The Beatles|Marmalade|Ob La Di Ob La Da|60683
15172779|The Beatles|Marmalade|Ob La Di Ob La Da|857409
12990075|The Beatles|Marmalade|Ob La Di, Ob La Da|60683
8430490|The Beatles|Marmalade|Ob-La-Di, Ob-La-Da|60683
1612477|The Rolling Stones|Marmalade|Time Is on My Side|60683
1637311|The Beatles|Marshall Crenshaw|Crying, Waiting, Hoping|9995
2131924|The Beatles|Marshall Williams|Norwegian Wood|147872
8960072|The Beatles|Marston Smith|Eleanor Rigby|310415
16882425|The Rolling Stones|Mart Avi|Ain't Too Proud to Beg|1057191
16882423|The Rolling Stones|Mart Avi|Just My Imagination|1057191
9254735|The Beatles|Martha Reeves & The Vandellas|Something|876987
5498828|The Beatles|Marti Pellow|Don't Let Me Down|31107
7386532|The Beatles|Martin Denny|A Taste of Honey|33982
9692363|The Beatles|Martin John Henry|Because|639486
8158491|The Rolling Stones|Martin L. Gore|As Tears Go Bye|325
905438|The Rolling Stones|Martin L. Gore|Ruby Tuesday|325
8158493|The Beatles|Martin L. Gore|Yesterday|325
7607269|The Beatles|Martin Luther McCoy|While My Guitar Gently Weeps|700515
14882578|The Beatles|Martin Shellard|Day Tripper (backing track)|1162054
14882577|The Beatles|Martin Shellard|Day Tripper (full version)|1162054
14882572|The Beatles|Martin Shellard|Day Tripper: Riff 1|1162054
14882573|The Beatles|Martin Shellard|Day Tripper: Riff 2|1162054
14882574|The Beatles|Martin Shellard|Day Tripper: Riff 3|1162054
14882575|The Beatles|Martin Shellard|Day Tripper: Riff 4|1162054
14882576|The Beatles|Martin Shellard|Day Tripper: Riff 5|1162054
14882618|The Beatles|Martin Shellard|Don’t Let Me Down (backing track)|1162054
14882617|The Beatles|Martin Shellard|Don’t Let Me Down (full version)|1162054
14882615|The Beatles|Martin Shellard|Don’t Let Me Down: Rhythm Riff 1|1162054
14882611|The Beatles|Martin Shellard|Don’t Let Me Down: Riff 1|1162054
14882612|The Beatles|Martin Shellard|Don’t Let Me Down: Riff 2|1162054
14882613|The Beatles|Martin Shellard|Don’t Let Me Down: Riff 3|1162054
14882614|The Beatles|Martin Shellard|Don’t Let Me Down: Riff 4|1162054
14882616|The Beatles|Martin Shellard|Don’t Let Me Down: Riff 5|1162054
14882585|The Beatles|Martin Shellard|Drive My Car (backing track)|1162054
14882584|The Beatles|Martin Shellard|Drive My Car (full version)|1162054
14882579|The Beatles|Martin Shellard|Drive My Car: Riff 1|1162054
14882580|The Beatles|Martin Shellard|Drive My Car: Riff 2|1162054
14882581|The Beatles|Martin Shellard|Drive My Car: Riff 3a|1162054
14882582|The Beatles|Martin Shellard|Drive My Car: Riff 3b|1162054
14882583|The Beatles|Martin Shellard|Drive My Car: Riff 4|1162054
14882602|The Beatles|Martin Shellard|Get Back (backing track)|1162054
14882601|The Beatles|Martin Shellard|Get Back (full version)|1162054
14882594|The Beatles|Martin Shellard|Get Back: Riff 1|1162054
14882595|The Beatles|Martin Shellard|Get Back: Riff 2a|1162054
14882599|The Beatles|Martin Shellard|Get Back: Riff 2b|1162054
14882596|The Beatles|Martin Shellard|Get Back: Riff 3a|1162054
14882600|The Beatles|Martin Shellard|Get Back: Riff 3b|1162054
14882597|The Beatles|Martin Shellard|Get Back: Riff 4|1162054
14882598|The Beatles|Martin Shellard|Get Back: Riff 5|1162054
14882563|The Beatles|Martin Shellard|I Feel Fine (backing track)|1162054
14882562|The Beatles|Martin Shellard|I Feel Fine (full version)|1162054
14882560|The Beatles|Martin Shellard|I Feel Fine: Rhythm Riff 1|1162054
14882557|The Beatles|Martin Shellard|I Feel Fine: Riff 1|1162054
14882558|The Beatles|Martin Shellard|I Feel Fine: Riff 2|1162054
14882559|The Beatles|Martin Shellard|I Feel Fine: Riff 3|1162054
14882561|The Beatles|Martin Shellard|I Feel Fine: Riff 4|1162054
14882593|The Beatles|Martin Shellard|Paperback Writer (backing track)|1162054
14882592|The Beatles|Martin Shellard|Paperback Writer (full version)|1162054
14882586|The Beatles|Martin Shellard|Paperback Writer: Riff 1a|1162054
14882590|The Beatles|Martin Shellard|Paperback Writer: Riff 1b|1162054
14882587|The Beatles|Martin Shellard|Paperback Writer: Riff 2|1162054
14882588|The Beatles|Martin Shellard|Paperback Writer: Riff 3a|1162054
14882589|The Beatles|Martin Shellard|Paperback Writer: Riff 3b|1162054
14882591|The Beatles|Martin Shellard|Paperback Writer: Riff 4|1162054
14882610|The Beatles|Martin Shellard|Revolution (backing track)|1162054
14882609|The Beatles|Martin Shellard|Revolution (full version)|1162054
14882605|The Beatles|Martin Shellard|Revolution: Rhythm Riff 1|1162054
14882603|The Beatles|Martin Shellard|Revolution: Riff 1|1162054
14882604|The Beatles|Martin Shellard|Revolution: Riff 2|1162054
14882606|The Beatles|Martin Shellard|Revolution: Riff 3|1162054
14882607|The Beatles|Martin Shellard|Revolution: Riff 4|1162054
14882608|The Beatles|Martin Shellard|Revolution: Riff 5|1162054
14882571|The Beatles|Martin Shellard|Ticket To Ride (backing track)|1162054
14882570|The Beatles|Martin Shellard|Ticket To Ride (full version)|1162054
14882566|The Beatles|Martin Shellard|Ticket To Ride: Rhythm Riff 1|1162054
14882567|The Beatles|Martin Shellard|Ticket To Ride: Rhythm Riff 2|1162054
14882569|The Beatles|Martin Shellard|Ticket To Ride: Rhythm Riff 3|1162054
14882564|The Beatles|Martin Shellard|Ticket To Ride: Riff 1a|1162054
14882568|The Beatles|Martin Shellard|Ticket To Ride: Riff 1b|1162054
14882565|The Beatles|Martin Shellard|Ticket To Ride: Riff 2|1162054
955375|The Beatles|Marty McFly with the Starlighters|Johnny B. Goode|1298515
889001|The Beatles|Marty Robbins|Long Tall Sally|1745
8663587|The Beatles|Marty Robbins|Yesterday|1745
283761|The Beatles|Marty Stuart feat. Steve Earle|Crying, Waiting, Hoping|1063374
224386|The Rolling Stones|Marvin Gaye|Can I Get a Witness|962
3955604|The Rolling Stones|Marvin Gaye|My Girl|962
5860110|The Beatles|Marvin Gaye|Yesterday|962
3068263|The Beatles|Marvin Gaye & Kim Weston|Till There Was You|818152
2954920|The Beatles|Marvin Hamlisch|Red Sails in the Sunset|21671
4449193|The Rolling Stones|Marvin meets Banda Do Sul|Harlem Shuffle|909722
12352617|The Beatles|Mary Byrne|Something|754648
11797042|The Beatles|Mary Byrne|Something (X Factor performance)|754648
8695696|The Rolling Stones|Mary Coughlan|Mother's Little Helper|34293
445396|The Beatles|Mary McCaslin|Blackbird|102874
17805014|The Beatles|Mary McCaslin|Help!|102874
14505747|The Beatles|Mary Wells|I Remember You|21154
14505708|The Beatles|Mary Wells|Money (That's What I Want)|21154
14505708|The Rolling Stones|Mary Wells|Money (That's What I Want)|21154
4177484|The Rolling Stones|Mary Wells|Satisfaction|21154
6971472|The Beatles|Mata Hari|Boys|838008
1941945|The Beatles|Matchbox Twenty|Don't Let Me Down (live from Australia)|1959
3020895|The Beatles|Mathaway Pogue|Penny Lane|194300
6738571|The Beatles|Matmatah|Twist & Shout|23701
2419889|The Beatles|Matmatah|Twist and Shout|23701
11797176|The Beatles|Matt Cardle|Come Together (X Factor performance)|754649
2593814|The Beatles|Matt Dusk|Please, Please Me|172689
3696129|The Beatles|Matt Monro|All My Loving|2450
10524000|The Beatles|Matt Monro|Here, There and Everywhere|2450
13112436|The Beatles|Matt Monro|Michelle|2450
10995821|The Beatles|Matt Monro|The Long and Winding Road|2450
6794506|The Beatles|Matt Monro|Yesterday|2450
1730564|The Beatles|Matthew Sweet|She Said, She Said (live)|9578
5719508|The Beatles|Matthew Sweet and Susanna Hoffs|And Your Bird Can Sing|1634318
8275072|The Beatles|Maura O’Connell|For No One|1129729
3020896|The Beatles|Maureen Mahon|All You Need Is Love|194301
1352171|The Beatles|Maurice Gibb, Peter Frampton, George Burns & Bee Gees|Being for the Benefit of Mr. Kite|845325
14001058|The Beatles|Max Mutzke|Michelle|159481
5539191|The Beatles|Max-Carillo Ostrow, June Ostrow, Iona Ostrow, Fauna Ostrow, Leib Ostrow, Bishop Mayfield, Sudhananda and Rebecca Hale|Hello Goodbye|1138186
3220591|The Rolling Stones|Maxim Rad|I Don't Know Why|151155
7119711|The Beatles|Maxine Brown|We Can Work It Out|65571
7635872|The Beatles|Maye Cavallaro & Mimi Fox|Till There Was You|885003
4428096|The Beatles|Maynard Ferguson|Hey Jude|5371
1526769|The Beatles|McCoy Tyner|She's Leaving Home|6458
3006279|The Beatles|McFly|Help|147874
3006294|The Beatles|McFly|She Loves You|147874
2013126|The Beatles|Me First and the Gimme Gimmes|All My Lovin|1919
1559250|The Beatles|Me First and the Gimme Gimmes|All My Loving|1919
413213|The Beatles|Me First and the Gimme Gimmes|All My Lovin’|1919
5191812|The Beatles|Me First and the Gimme Gimmes|Strawberry Fields Forever|1919
6971493|The Beatles|Me and the Boys|Can't Buy Me Love|442243
6720483|The Beatles|Meat Loaf|Come Together|9113
9349400|The Rolling Stones|Meat Loaf|Gimme Shelter|9113
6720484|The Beatles|Meat Loaf|Let It Be|9113
529879|The Rolling Stones|Meat Puppets|What to Do|2076
6191255|The Beatles|Medeski Scofield Martin & Wood|Julia|387810
11232029|The Beatles|Medicine Head|Blue Suede Shoes|65766
13659912|The Beatles|Medicine Head|Blue Suede Shoes (live)|65766
3108110|The Beatles|Mega City Four|A Hard Day's Night|108168
3939505|The Beatles|Megan Mullally and Supreme Music Program|(She Came in Through the) Bathroom Window|247477
17853228|The Beatles|Meghan Linsey|Something (The Voice Performance)|1487332
17853223|The Beatles|Meghan Linsey & Paul Pfau|Don't Let Me Down (The Voice Performance)|1487333
10339931|The Beatles|Mel Tormé|She's Leaving Home|64218
6769137|The Rolling Stones|Melanie|As Tears Go By|10681
6768905|The Rolling Stones|Melanie|Jigsaw Puzzle|10681
607497|The Rolling Stones|Melanie|Ruby Tuesday|10681
7732131|The Rolling Stones|Melanie|Ruby Tuesday (New version)|10681
7666088|The Rolling Stones|Melanie|Ruby Tuesday (acoustic version)|10681
6382949|The Rolling Stones|Melanie|Ruby Tuesday (alternate version)|10681
6768969|The Beatles|Melanie|We Can Work It Out|10681
9221767|The Rolling Stones|Melanie|Wild Horses|10681
1330171|The Rolling Stones|Melissa Etheridge|Honky Tonk Woman|1640
3020888|The Beatles|Melissa Quade|Help!|110692
6594783|The Beatles|Mello|In My Life|220238
7393848|The Beatles|Melo-M|Come Together|298163
3793670|The Beatles|Melvin Taylor & The Slack Band|Kansas City|56688
19047726|The Beatles|Meme|Here, There and Everywhere|1627613
6971487|The Beatles|Memphis Rockabilly Band|Honey Don't|177987
1190793|The Beatles|Men Without Hats|I Am the Walrus ("No You're Not", Said Little Nicola)|11075
4507188|The Rolling Stones|Mensen|Jumpin, Jack Flash|167931
2533459|The Beatles|Mental as Anything|Rock and Roll Music|58507
166876|The Rolling Stones|Mephisto Walz|Painted Black|6451
12467576|The Beatles|Meredith Willson|Till There Was You|117573
11538085|The Beatles|Meredith Willson|Till There Was You (from "The Music Man")|117573
6449151|The Beatles|Meret Becker|For No One|180140
4034955|The Rolling Stones|Merry Clayton|Gimme Shelter|61963
5815479|The Beatles|Mia Doi Todd|Norwegian Wood|71115
6051777|The Beatles|Mia Martini|Come Together|72104
10254703|The Beatles|Micah P. Hinson|While My Guitar Gently Weeps|183141
7243716|The Beatles|Michael Bellar/the AS-IS Ensemble|Blackbird|463662
1863168|The Rolling Stones|Michael Bolton|My Girl|10095
5860237|The Rolling Stones|Michael Bolton|Time Is on My Side|10095
582841|The Beatles|Michael Bolton|Yesterday|10095
3507936|The Beatles|Michael Bublé|Can't Buy Me Love|77944
11733017|The Beatles|Michael Bublé|Twist & Shout (live)|77944
1668327|The Beatles|Michael Chapdelaine|And I Love Her|126443
1668324|The Beatles|Michael Chapdelaine|Here, There and Everywhere|126443
7266227|The Beatles|Michael Chapdelaine|Yesterday|126443
10339297|The Beatles|Michael Coleman|Kansas City|585014
2935763|The Beatles|Michael Hedges|Come Together|542
2935767|The Rolling Stones|Michael Hedges|Gimme Shelter|542
263491|The Beatles|Michael Hedges|Tomorrow Never Knows|542
241310|The Beatles|Michael Jackson|Come Together|519
1129255|The Rolling Stones|Michael Jackson|My Girl|519
3051802|The Beatles|Michael Johnson|Here Comes the Sun|31669
15454921|The Beatles|Michael Occhipinti & Shine On|Across the Universe|1234177
15454917|The Beatles|Michael Occhipinti & Shine On|Don't Let Me Down|1234177
15454918|The Beatles|Michael Occhipinti & Shine On|Girl|1234177
15454909|The Beatles|Michael Occhipinti & Shine On|I Am the Walrus|1234177
15454911|The Beatles|Michael Occhipinti & Shine On|I'm Only Sleeping|1234177
15454916|The Beatles|Michael Occhipinti & Shine On|Julia|1234177
15454913|The Beatles|Michael Occhipinti & Shine On|Rain|1234177
15454915|The Beatles|Michael Occhipinti & Shine On|Tomorrow Never Knows|1234177
1469779|The Beatles|Michael Shelley|Baby It's You|110441
11952497|The Beatles|Michael Stanley|Help|305579
5948010|The Beatles|Michael Weston King|For No One|176444
13624123|The Beatles|Michele Stodart|Sgt. Pepper’s Lonely Hearts Club Band|994335
10838186|The Rolling Stones|Michelle Simonal|(I Can't Get No) Satisfaction|279253
3395363|The Beatles|Mick & Mack|Eleanor Rigby|215926
4822955|The Rolling Stones|Mick Fleetwood|Not Fade Away|246480
14093139|The Rolling Stones|Mick Hucknall|That's How Strong My Love Is|173132
5929314|The Rolling Stones|Mick Jagger|Angie|15290
378733|The Rolling Stones|Mick Jagger|Dancing in the Starlight|15290
2856101|The Rolling Stones|Mick Jagger|Miss You|15290
2856102|The Rolling Stones|Mick Jagger|Salt of the Earth|15290
16557996|The Rolling Stones|Mick Jagger, Bruce Springsteen and The Rock Hall Jam Band|(I Can’t Get No) Satisfaction|1566291
16557992|The Beatles|Mick Jagger, Bruce Springsteen and The Rock Hall Jam Band|I Saw Her Standing There|1566291
7556602|The Rolling Stones|Mick Taylor|Jumpin’ Jack Flash|33867
7556603|The Rolling Stones|Mick Taylor|Little Red Rooster|33867
4758811|The Rolling Stones|Mickey Gilley|Susie Q|42372
7525003|The Beatles|Midnight String Quartet|Yesterday|486501
2331605|The Rolling Stones|Mieskuoro Huutajat|Paint It Black|156104
6789585|The Beatles|Mike Higgins|Tomorrow Never Knows|430043
6650253|The Beatles|Mike Marshall|Because|23965
6234207|The Beatles|Mike Strickland|Norwegian Wood|388624
2426952|The Beatles|Mike Westbrook|Because|164475
2426959|The Beatles|Mike Westbrook|Carry That Weight|164475
2426945|The Beatles|Mike Westbrook|Come Together|164475
2426958|The Beatles|Mike Westbrook|Golden Slumbers|164475
2426951|The Beatles|Mike Westbrook|Here Comes the Sun|164475
2426950|The Beatles|Mike Westbrook|I Want You (She's So Heavy)|164475
2426947|The Beatles|Mike Westbrook|Maxwell's Silver Hammer|164475
2426955|The Beatles|Mike Westbrook|Mean Mr. Mustard|164475
2426949|The Beatles|Mike Westbrook|Octopus's Garden|164475
2426948|The Beatles|Mike Westbrook|Oh! Darling|164475
2426956|The Beatles|Mike Westbrook|Polythene Pam|164475
2426957|The Beatles|Mike Westbrook|She Came in Through the Bathroom Window|164475
2426946|The Beatles|Mike Westbrook|Something|164475
2426954|The Beatles|Mike Westbrook|Sun King|164475
2426960|The Beatles|Mike Westbrook|The End|164475
5380565|The Beatles|Mikel Erentxun|Don't Let Me Down|45888
5380572|The Beatles|Mikel Erentxun|The Long and Winding Road|45888
12949117|The Beatles|Mikro Orchestra|Hey Jude|884401
6413693|The Beatles|Milton Nascimento|Norwegian Wood|37672
3434831|The Beatles|Mimi Maura|It's Only Love|173950
5994400|The Beatles|Mimi Maura|She Came in Through the Bathroom Window|173950
13333528|The Beatles|Mimmi & Nimrod de Broen|Honey Pie|953076
5422942|The Beatles|Mina|Come Together|32092
4389142|The Beatles|Mina|Hey Jude|32092
4389136|The Beatles|Mina|Let It Be|32092
4389141|The Beatles|Mina|Michelle|32092
5388314|The Beatles|Mina|Oh Darling|32092
4389145|The Beatles|Mina|Oh, Darling|32092
4389143|The Beatles|Mina|She's Leaving Home|32092
